Title,Year,Issue,ArticleURL,Abstract,Author_Name,Author_University
Contributing to Rigorous and Forward Thinking Explanatory Theory,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/5,No Abstract,Bernard C.Y. Tan,National University of Singapore
Contributing to Rigorous and Forward Thinking Explanatory Theory,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/5,No Abstract,Ananth Srinivasan,University of Auckland
Contributing to Rigorous and Forward Thinking Explanatory Theory,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/5,No Abstract,Kalle Lyytinen,"Case Western Reserve University, USA"
Contributing to Rigorous and Forward Thinking Explanatory Theory,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/5,No Abstract,Varun Grover,Clemson University
Furthering Information Systems Action Research: A Post-Positivist Synthesis of Four Dialectics,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/4,No Abstract,Ned Kock,"Texas A&M International University, USA"
Furthering Information Systems Action Research: A Post-Positivist Synthesis of Four Dialectics,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/4,No Abstract,Michael J. Gallivan,Georgia State University
Furthering Information Systems Action Research: A Post-Positivist Synthesis of Four Dialectics,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/4,No Abstract,Dorrie DeLuca,"University of Delaware, USA"
Capitalizing on Content: Information Adoption in Two Online communities,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/3,No Abstract,Stephanie A. Watts,Boston University
Capitalizing on Content: Information Adoption in Two Online communities,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/3,No Abstract,Wei Zhang,"University of Massachusetts Boston, USA"
Combining Information Seeking Services into a Meta Supply Chain of Facts,2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/8,No Abstract,Dmitri Roussinov,"Arizona State University, USA"
Combining Information Seeking Services into a Meta Supply Chain of Facts,2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/8,No Abstract,Michael Chau,"The University of Hong Kong, HK"
Emergency Response Information System Interoperability: Development of Chemical Incident Response Data Model,2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/7,No Abstract,Rui Chen,State University of New York at Buffalo
Emergency Response Information System Interoperability: Development of Chemical Incident Response Data Model,2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/7,No Abstract,Raj Sharman,"State University of New York at Buffalo, USA"
Emergency Response Information System Interoperability: Development of Chemical Incident Response Data Model,2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/7,No Abstract,Nirupama Chakravarti,State University of New York at Buffalo
Emergency Response Information System Interoperability: Development of Chemical Incident Response Data Model,2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/7,No Abstract,H. Raghav Rao,"State University of New York at Buffalo, USA"
Emergency Response Information System Interoperability: Development of Chemical Incident Response Data Model,2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/7,No Abstract,Shambhu J. Upadhyaya,"State University of New York at Buffalo, USA"
A Semantic Approach to Secure Collaborative Inter-Organizational eBusiness Processes (SSCIOBP),2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/6,No Abstract,Lakshmi Iyer,"The University of North Carolina at Greensboro, USA"
A Semantic Approach to Secure Collaborative Inter-Organizational eBusiness Processes (SSCIOBP),2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/6,No Abstract,Fergle D¡¯ Aubeterre,"The University of North Carolina at Greensboro, USA"
A Semantic Approach to Secure Collaborative Inter-Organizational eBusiness Processes (SSCIOBP),2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/6,No Abstract,Rahul Singh,"The University of North Carolina at Greensboro, USA"
Editorial Introduction: Cultivating and Securing the Information Supply Chain,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/12,No Abstract,Ajay Vinze,"Arizona State University, USA"
Editorial Introduction: Cultivating and Securing the Information Supply Chain,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/12,No Abstract,Sal March,Vanderbilt University
Editorial Introduction: Cultivating and Securing the Information Supply Chain,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/12,No Abstract,T. S. Raghu,"Arizona State University, USA"
Collective Outsourcing to Market (Com): A Market-Based Framework for Information Supply Chain Outsourcing,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/11,No Abstract,Andrew B. Whinston,"The University of Texas, Austin"
Collective Outsourcing to Market (Com): A Market-Based Framework for Information Supply Chain Outsourcing,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/11,No Abstract,Fang Fang,"California State University at San Marcos, USA"
Collective Outsourcing to Market (Com): A Market-Based Framework for Information Supply Chain Outsourcing,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/11,No Abstract,Zhiling Guo,"University of Maryland, Baltimore County (UMBC), USA"
Toward the Inter-organizational Product Information Supply Chain – Evidence from the Retail and Consumer Goods Industries,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/10,No Abstract,Christine Legner,"University of St. Gallen, Switzerland"
Toward the Inter-organizational Product Information Supply Chain – Evidence from the Retail and Consumer Goods Industries,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/10,No Abstract,Jan Schemm,"University of St. Gallen, Switzerland"
Risk Analysis in Extended Enterprise Environments: Identification of Critical Risk Factors in B2B E-Commerce Relationships,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/9,No Abstract,Steve G. Sutton,Oklahoma State University
Risk Analysis in Extended Enterprise Environments: Identification of Critical Risk Factors in B2B E-Commerce Relationships,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/9,No Abstract,Clark Hampton,"University of Central Florida, USA"
Risk Analysis in Extended Enterprise Environments: Identification of Critical Risk Factors in B2B E-Commerce Relationships,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/9,No Abstract,Deepak Khazanchi,"University of Nebraska at Omaha, USA"
Risk Analysis in Extended Enterprise Environments: Identification of Critical Risk Factors in B2B E-Commerce Relationships,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/9,No Abstract,Vicky Arnold,"University of Central Florida, USA"
The Yield Shift Theory of Satisfaction and Its Application to the IS/IT Domain,2008,Issue 5,https://aisel.aisnet.org/jais/vol9/iss5/14,No Abstract,Robert O. Briggs,University of Nebraska at Omaha
The Yield Shift Theory of Satisfaction and Its Application to the IS/IT Domain,2008,Issue 5,https://aisel.aisnet.org/jais/vol9/iss5/14,No Abstract,Bruce A. Reinig,San Diego State University
The Yield Shift Theory of Satisfaction and Its Application to the IS/IT Domain,2008,Issue 5,https://aisel.aisnet.org/jais/vol9/iss5/14,No Abstract,Gert-Jan de Vreede,University of Nebraska at Omaha
IT Service Climate: An Extension to IT Service Quality Research,2008,Issue 5,https://aisel.aisnet.org/jais/vol9/iss5/13,No Abstract,Ronnie Jia,Southern Illinois University
IT Service Climate: An Extension to IT Service Quality Research,2008,Issue 5,https://aisel.aisnet.org/jais/vol9/iss5/13,No Abstract,Blaize H. Reich,Simon Fraser University
IT Service Climate: An Extension to IT Service Quality Research,2008,Issue 5,https://aisel.aisnet.org/jais/vol9/iss5/13,No Abstract,J. Michael Pearson,Southern Illinois University
The Role of Visualization Tools in Spreadsheet Error Correction from a Cognitive Fit Perspective,2008,Issue 6,https://aisel.aisnet.org/jais/vol9/iss6/16,No Abstract,Suparna Goswami,National University of Singapore
The Role of Visualization Tools in Spreadsheet Error Correction from a Cognitive Fit Perspective,2008,Issue 6,https://aisel.aisnet.org/jais/vol9/iss6/16,No Abstract,Hock C. Chan,National University of Singapore
The Role of Visualization Tools in Spreadsheet Error Correction from a Cognitive Fit Perspective,2008,Issue 6,https://aisel.aisnet.org/jais/vol9/iss6/16,No Abstract,Hee W. Kim,National University of Singapore
An Experimental Study on Ubiquitous commerce Adoption: Impact of Personalization and Privacy Concerns,2008,Issue 6,https://aisel.aisnet.org/jais/vol9/iss6/15,No Abstract,Hong Sheng,Missouri University of Science and Technology
An Experimental Study on Ubiquitous commerce Adoption: Impact of Personalization and Privacy Concerns,2008,Issue 6,https://aisel.aisnet.org/jais/vol9/iss6/15,No Abstract,Fiona Fui-Hoon Nah,"University of Nebraska-Lincoln, USA"
An Experimental Study on Ubiquitous commerce Adoption: Impact of Personalization and Privacy Concerns,2008,Issue 6,https://aisel.aisnet.org/jais/vol9/iss6/15,No Abstract,Keng Siau,University of Nebraska- Lincoln
Re-conceptualizing Information System Success: The IS-Impact Measurement Model,2008,Issue 7,https://aisel.aisnet.org/jais/vol9/iss7/18,No Abstract,Guy G. Gable,"Queensland University of Technology, Australia"
Re-conceptualizing Information System Success: The IS-Impact Measurement Model,2008,Issue 7,https://aisel.aisnet.org/jais/vol9/iss7/18,No Abstract,Darshana Sedera,"Queensland University of Technology, Australia"
Re-conceptualizing Information System Success: The IS-Impact Measurement Model,2008,Issue 7,https://aisel.aisnet.org/jais/vol9/iss7/18,No Abstract,Taizan Chan,"Queensland University of Technology, Australia"
Overcoming the Mum Effect in IT Project Reporting: Impacts of Fault Responsibility and Time Urgency,2008,Issue 7,https://aisel.aisnet.org/jais/vol9/iss7/17,No Abstract,ChongWoo Park,"Georgia Gwinnett College, USA"
Overcoming the Mum Effect in IT Project Reporting: Impacts of Fault Responsibility and Time Urgency,2008,Issue 7,https://aisel.aisnet.org/jais/vol9/iss7/17,No Abstract,Ghiyoung Im,"Clark Atlanta University, USA"
Overcoming the Mum Effect in IT Project Reporting: Impacts of Fault Responsibility and Time Urgency,2008,Issue 7,https://aisel.aisnet.org/jais/vol9/iss7/17,No Abstract,Mark Keil,Georgia State University
Some Guidelines for the Critical Reviewing of Conceptual Papers,2008,Issue 8,https://aisel.aisnet.org/jais/vol9/iss8/21,No Abstract,Rudy Hirschheim,"Louisiana State University, USA"
A Multigeneration Diffusion Model for IT-Intensive Game Consoles,2008,Issue 8,https://aisel.aisnet.org/jais/vol9/iss8/20,No Abstract,Wenqi Shen,Purdue University
A Multigeneration Diffusion Model for IT-Intensive Game Consoles,2008,Issue 8,https://aisel.aisnet.org/jais/vol9/iss8/20,No Abstract,Kemal Altinkemer,"Purdue University, USA"
Making IT Project De-Escalation Happen: An Exploration into Key Roles,2008,Issue 8,https://aisel.aisnet.org/jais/vol9/iss8/19,No Abstract,Magnus Mähring,Stockholm School of Economics
Making IT Project De-Escalation Happen: An Exploration into Key Roles,2008,Issue 8,https://aisel.aisnet.org/jais/vol9/iss8/19,No Abstract,Mark Keil,Georgia State University
Making IT Project De-Escalation Happen: An Exploration into Key Roles,2008,Issue 8,https://aisel.aisnet.org/jais/vol9/iss8/19,No Abstract,Lars Mathiassen,Georgia State University
Making IT Project De-Escalation Happen: An Exploration into Key Roles,2008,Issue 8,https://aisel.aisnet.org/jais/vol9/iss8/19,No Abstract,Jan Pries-Heje,Roskilde University
Theoretical Foundations of Empirical Research on Interorganizational Systems: Assessing Past Contributions and Guiding Future Directions,2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/4,No Abstract,Daniel Robey,"Georgia State University, USA"
Theoretical Foundations of Empirical Research on Interorganizational Systems: Assessing Past Contributions and Guiding Future Directions,2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/4,No Abstract,Ghiyoung Im,Clark Atlanta University
Theoretical Foundations of Empirical Research on Interorganizational Systems: Assessing Past Contributions and Guiding Future Directions,2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/4,No Abstract,Jonathan D. Wareham,ESADE
"Formative vs. Reflective Measurement: Comment on Marakas, Johnson, and Clay (2007)",2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/3,No Abstract,Andrew M. Hardin,"University of Nevada, Las Vegas"
"Formative vs. Reflective Measurement: Comment on Marakas, Johnson, and Clay (2007)",2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/3,No Abstract,Jerry Cha-Jan Chang,"University of Nevada, Las Vegas"
"Formative vs. Reflective Measurement: Comment on Marakas, Johnson, and Clay (2007)",2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/3,No Abstract,Mark A. Fuller,Washington State University
"Formative vs. Reflective Measurement: A Reply to Hardin, Chang, and Fuller",2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/2,No Abstract,George Marakas,University of Kansas
"Formative vs. Reflective Measurement: A Reply to Hardin, Chang, and Fuller",2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/2,No Abstract,Richard D. Johnson,"University at Albany, State University of New York"
"Formative vs. Reflective Measurement: A Reply to Hardin, Chang, and Fuller",2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/2,No Abstract,Paul F. Clay,Washington State University
Clarifying the Use of Formative Measurement in the IS Discipline: The Case of Computer Self-Efficacy,2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/1,No Abstract,Andrew M. Hardin,"University of Nevada, Las Vegas"
Clarifying the Use of Formative Measurement in the IS Discipline: The Case of Computer Self-Efficacy,2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/1,No Abstract,Jerry Cha-Jan Chang,"University of Nevada, Las Vegas"
Clarifying the Use of Formative Measurement in the IS Discipline: The Case of Computer Self-Efficacy,2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/1,No Abstract,Mark A. Fuller,Washington State University
Introduction to the Special Issue of JAIS in Honor of the Scholarship of Gerry DeSanctis,2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/7,No Abstract,Marshall Scott Poole,University of Illinois Urbana-Champaign
Introduction to the Special Issue of JAIS in Honor of the Scholarship of Gerry DeSanctis,2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/7,No Abstract,Jonathon N. Cummings,Duke University
"The Minnesota GDSS Research Project: Group Support Systems, Group Processes, and Outcomes",2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/6,No Abstract,Marshall Scott Poole,University of Illinois at Urbana-Champaign
"The Minnesota GDSS Research Project: Group Support Systems, Group Processes, and Outcomes",2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/6,No Abstract,Ilze Zigurs,University of Nebraska at Omaha
A Foundation for the Study of IT Effects: A New Look at DeSanctis and Poole’s Concepts of Structural Features and Spirit,2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/5,No Abstract,M. Lynne Markus,"Bentley University, USA"
